name,price,image_url,category,availability,scraped_at,placeholder_url,potential_real_urls,real_image_path,has_real_image,local_image
USB Rechargeable Bullet,"KSh 3,500.00",product_images/USB_Rechargeable_Bullet.html,Rechargeable,In Stock,2025-09-08T01:50:31.605172,https://dummyimage.com/300x300/3742fa/ffffff&text=USB+Rechargeable+Bullet,"['https://romantix.co.ke/wp-content/uploads/products/usb-rechargeable-bullet.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/usb-rechargeable-bullet.jpg', 'https://romantix.co.ke/images/products/usb-rechargeable-bullet.jpg', 'https://romantix.co.ke/uploads/usb-rechargeable-bullet.jpg']",,False,True
Wireless Rechargeable Wand,"KSh 7,500.00",product_images/Wireless_Rechargeable_Wand.html,Rechargeable,In Stock,2025-09-08T01:50:31.606409,https://dummyimage.com/300x300/3742fa/ffffff&text=Wireless+Rechargeable+Wan,"['https://romantix.co.ke/wp-content/uploads/products/wireless-rechargeable-wand.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/wireless-rechargeable-wand.jpg', 'https://romantix.co.ke/images/products/wireless-rechargeable-wand.jpg', 'https://romantix.co.ke/uploads/wireless-rechargeable-wand.jpg']",,False,True
Magnetic Charging Bullet,"KSh 4,000.00",product_images/Magnetic_Charging_Bullet.html,Rechargeable,In Stock,2025-09-08T01:50:31.607368,https://dummyimage.com/300x300/3742fa/ffffff&text=Magnetic+Charging+Bullet,"['https://romantix.co.ke/wp-content/uploads/products/magnetic-charging-bullet.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/magnetic-charging-bullet.jpg', 'https://romantix.co.ke/images/products/magnetic-charging-bullet.jpg', 'https://romantix.co.ke/uploads/magnetic-charging-bullet.jpg']",,False,True
Rechargeable G-Spot Vibrator,"KSh 9,000.00",product_images/Rechargeable_G-Spot_Vibrator.html,Rechargeable,Out of Stock,2025-09-08T01:50:31.608208,https://dummyimage.com/300x300/3742fa/ffffff&text=Rechargeable+GSpot+Vibrat,"['https://romantix.co.ke/wp-content/uploads/products/rechargeable-g-spot-vibrator.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/rechargeable-g-spot-vibrator.jpg', 'https://romantix.co.ke/images/products/rechargeable-g-spot-vibrator.jpg', 'https://romantix.co.ke/uploads/rechargeable-g-spot-vibrator.jpg']",,False,True
USB Rechargeable Clitoral Stimulator,"KSh 6,000.00",product_images/USB_Rechargeable_Clitoral_Stimulator.html,Rechargeable,In Stock,2025-09-08T01:50:31.609862,https://dummyimage.com/300x300/3742fa/ffffff&text=USB+Rechargeable+Clitoral,"['https://romantix.co.ke/wp-content/uploads/products/usb-rechargeable-clitoral-stimulator.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/usb-rechargeable-clitoral-stimulator.jpg', 'https://romantix.co.ke/images/products/usb-rechargeable-clitoral-stimulator.jpg', 'https://romantix.co.ke/uploads/usb-rechargeable-clitoral-stimulator.jpg']",,False,True
Wireless Rechargeable Prostate Massager,"KSh 8,000.00",product_images/Wireless_Rechargeable_Prostate_Massager.html,Rechargeable,In Stock,2025-09-08T01:50:31.610627,https://dummyimage.com/300x300/3742fa/ffffff&text=Wireless+Rechargeable+Pro,"['https://romantix.co.ke/wp-content/uploads/products/wireless-rechargeable-prostate-massager.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/wireless-rechargeable-prostate-massager.jpg', 'https://romantix.co.ke/images/products/wireless-rechargeable-prostate-massager.jpg', 'https://romantix.co.ke/uploads/wireless-rechargeable-prostate-massager.jpg']",,False,True
Magnetic Charging Wand,"KSh 7,200.00",product_images/Magnetic_Charging_Wand.html,Rechargeable,In Stock,2025-09-08T01:50:31.611666,https://dummyimage.com/300x300/3742fa/ffffff&text=Magnetic+Charging+Wand,"['https://romantix.co.ke/wp-content/uploads/products/magnetic-charging-wand.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/magnetic-charging-wand.jpg', 'https://romantix.co.ke/images/products/magnetic-charging-wand.jpg', 'https://romantix.co.ke/uploads/magnetic-charging-wand.jpg']",,False,True
Rechargeable Dual Vibrator,"KSh 9,500.00",product_images/Rechargeable_Dual_Vibrator.html,Rechargeable,In Stock,2025-09-08T01:50:31.612767,https://dummyimage.com/300x300/3742fa/ffffff&text=Rechargeable+Dual+Vibrato,"['https://romantix.co.ke/wp-content/uploads/products/rechargeable-dual-vibrator.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/rechargeable-dual-vibrator.jpg', 'https://romantix.co.ke/images/products/rechargeable-dual-vibrator.jpg', 'https://romantix.co.ke/uploads/rechargeable-dual-vibrator.jpg']",,False,True
USB Rechargeable Anal Toy,"KSh 5,500.00",product_images/USB_Rechargeable_Anal_Toy.html,Rechargeable,In Stock,2025-09-08T01:50:31.614254,https://dummyimage.com/300x300/3742fa/ffffff&text=USB+Rechargeable+Anal+Toy,"['https://romantix.co.ke/wp-content/uploads/products/usb-rechargeable-anal-toy.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/usb-rechargeable-anal-toy.jpg', 'https://romantix.co.ke/images/products/usb-rechargeable-anal-toy.jpg', 'https://romantix.co.ke/uploads/usb-rechargeable-anal-toy.jpg']",,False,True
Wireless Rechargeable Bullet Set,"KSh 6,800.00",product_images/Wireless_Rechargeable_Bullet_Set.html,Rechargeable,In Stock,2025-09-08T01:50:31.616338,https://dummyimage.com/300x300/3742fa/ffffff&text=Wireless+Rechargeable+Bul,"['https://romantix.co.ke/wp-content/uploads/products/wireless-rechargeable-bullet-set.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/wireless-rechargeable-bullet-set.jpg', 'https://romantix.co.ke/images/products/wireless-rechargeable-bullet-set.jpg', 'https://romantix.co.ke/uploads/wireless-rechargeable-bullet-set.jpg']",,False,True
Magnetic Charging Rabbit,"KSh 8,200.00",product_images/Magnetic_Charging_Rabbit.html,Rechargeable,In Stock,2025-09-08T01:50:31.617640,https://dummyimage.com/300x300/3742fa/ffffff&text=Magnetic+Charging+Rabbit,"['https://romantix.co.ke/wp-content/uploads/products/magnetic-charging-rabbit.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/magnetic-charging-rabbit.jpg', 'https://romantix.co.ke/images/products/magnetic-charging-rabbit.jpg', 'https://romantix.co.ke/uploads/magnetic-charging-rabbit.jpg']",,False,True
Rechargeable Clitoral Suction Toy,"KSh 7,800.00",product_images/Rechargeable_Clitoral_Suction_Toy.html,Rechargeable,In Stock,2025-09-08T01:50:31.619127,https://dummyimage.com/300x300/3742fa/ffffff&text=Rechargeable+Clitoral+Suc,"['https://romantix.co.ke/wp-content/uploads/products/rechargeable-clitoral-suction-toy.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/rechargeable-clitoral-suction-toy.jpg', 'https://romantix.co.ke/images/products/rechargeable-clitoral-suction-toy.jpg', 'https://romantix.co.ke/uploads/rechargeable-clitoral-suction-toy.jpg']",,False,True
USB Rechargeable Couples Toy,"KSh 8,800.00",product_images/USB_Rechargeable_Couples_Toy.html,Rechargeable,In Stock,2025-09-08T01:50:31.620342,https://dummyimage.com/300x300/3742fa/ffffff&text=USB+Rechargeable+Couples+,"['https://romantix.co.ke/wp-content/uploads/products/usb-rechargeable-couples-toy.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/usb-rechargeable-couples-toy.jpg', 'https://romantix.co.ke/images/products/usb-rechargeable-couples-toy.jpg', 'https://romantix.co.ke/uploads/usb-rechargeable-couples-toy.jpg']",,False,True
Wireless Rechargeable G-Spot Massager,"KSh 9,200.00",product_images/Wireless_Rechargeable_G-Spot_Massager.html,Rechargeable,Out of Stock,2025-09-08T01:50:31.621429,https://dummyimage.com/300x300/3742fa/ffffff&text=Wireless+Rechargeable+GSp,"['https://romantix.co.ke/wp-content/uploads/products/wireless-rechargeable-g-spot-massager.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/wireless-rechargeable-g-spot-massager.jpg', 'https://romantix.co.ke/images/products/wireless-rechargeable-g-spot-massager.jpg', 'https://romantix.co.ke/uploads/wireless-rechargeable-g-spot-massager.jpg']",,False,True
Magnetic Charging Dual Stimulator,"KSh 10,000.00",product_images/Magnetic_Charging_Dual_Stimulator.html,Rechargeable,In Stock,2025-09-08T01:50:31.622506,https://dummyimage.com/300x300/3742fa/ffffff&text=Magnetic+Charging+Dual+St,"['https://romantix.co.ke/wp-content/uploads/products/magnetic-charging-dual-stimulator.jpg', 'https://romantix.co.ke/wp-content/uploads/rechargeable/magnetic-charging-dual-stimulator.jpg', 'https://romantix.co.ke/images/products/magnetic-charging-dual-stimulator.jpg', 'https://romantix.co.ke/uploads/magnetic-charging-dual-stimulator.jpg']",,False,True
